Date, Unread, Inbox Total, Deleted Total

2014-01-06 14:45:05, 257, 1363, 969
2014-01-06 14:50:15, 259, 1366, 971
2014-01-06 14:55:07, 265, 1369, 974
2014-01-06 15:00:06, 258, 1365, 978
2014-01-06 15:05:07, 259, 1366, 981
2014-01-06 15:10:05, 257, 1364, 985
2014-01-06 15:15:06, 258, 1365, 985
2014-01-06 15:20:06, 258, 1365, 985
2014-01-06 15:25:04, 255, 1363, 989
2014-01-06 15:30:05, 256, 1366, 990
2014-01-06 15:35:04, 258, 1371, 990
2014-01-06 15:40:03, 257, 1374, 990
2014-01-06 15:45:08, 261, 1378, 990
2014-01-06 15:50:05, 258, 1377, 996
2014-01-06 15:55:06, 255, 1375, 999
2014-01-06 16:00:05, 255, 1375, 999
2014-01-06 16:05:11, 256, 1376, 999
2014-01-06 16:10:06, 256, 1376, 999
2014-01-06 16:15:08, 255, 1376, 1000
2014-01-06 16:20:08, 257, 1378, 1000
2014-01-06 16:25:04, 257, 1378, 1000
2014-01-06 16:30:07, 256, 1378, 1000
2014-01-06 16:35:04, 256, 1378, 1000
2014-01-06 16:40:08, 256, 1379, 1000
2014-01-06 16:45:03, 256, 1379, 1000
2014-01-06 16:50:07, 256, 1379, 1000
2014-01-06 16:55:04, 256, 1379, 1000
2014-01-06 17:00:10, 256, 1379, 1000
2014-01-06 17:05:05, 257, 1380, 1000
2014-01-06 17:10:08, 257, 1380, 1000
2014-01-06 17:15:05, 258, 1381, 1000
2014-01-06 17:20:06, 258, 1381, 1000
2014-01-06 17:25:07, 258, 1381, 1000
2014-01-06 17:30:06, 258, 1381, 1000
2014-01-06 17:35:04, 258, 1381, 1000
2014-01-06 17:40:05, 258, 1381, 1000
2014-01-06 17:45:06, 259, 1382, 1000
2014-01-06 17:50:04, 259, 1382, 1000
2014-01-06 17:55:06, 259, 1382, 1000
2014-01-06 18:00:04, 259, 1382, 1000
2014-01-06 18:05:04, 259, 1382, 1000
2014-01-06 18:10:04, 260, 1383, 1000
2014-01-06 18:15:06, 260, 1383, 1000
2014-01-06 18:20:05, 260, 1383, 1000
2014-01-06 18:25:06, 260, 1383, 1000
2014-01-06 18:30:07, 260, 1383, 1000
2014-01-06 18:35:05, 260, 1383, 1000
2014-01-06 18:40:05, 260, 1383, 1000
2014-01-06 18:45:30, 260, 1383, 1000
2014-01-06 18:50:06, 260, 1383, 1000
2014-01-06 18:55:06, 260, 1383, 1000
2014-01-06 19:00:06, 260, 1383, 1000
2014-01-06 19:05:05, 261, 1384, 1000
2014-01-06 19:10:05, 261, 1384, 1000
2014-01-06 19:15:06, 261, 1384, 1000
2014-01-06 19:20:04, 261, 1384, 1000
2014-01-06 19:25:05, 261, 1384, 1000
2014-01-06 19:30:03, 261, 1384, 1000
2014-01-06 19:35:05, 261, 1384, 1000
2014-01-06 19:40:06, 261, 1384, 1000
2014-01-06 19:45:04, 261, 1384, 1000
2014-01-06 19:50:07, 261, 1384, 1000
2014-01-06 19:55:05, 261, 1384, 1000
2014-01-06 20:00:08, 261, 1384, 1000
2014-01-06 20:05:07, 261, 1384, 1000
2014-01-06 20:10:04, 261, 1384, 1000
2014-01-06 20:15:05, 261, 1384, 1000
2014-01-06 20:20:04, 261, 1384, 1000
2014-01-06 20:25:05, 261, 1384, 1000
2014-01-06 20:30:05, 261, 1384, 1000
2014-01-06 20:35:06, 261, 1384, 1000
2014-01-06 20:40:08, 261, 1384, 1000
2014-01-06 20:45:04, 261, 1384, 1000
2014-01-06 20:50:05, 261, 1385, 1000
2014-01-06 20:55:07, 261, 1385, 1000
2014-01-06 21:00:04, 261, 1385, 1000
2014-01-06 21:05:27, 261, 1385, 1000
2014-01-06 21:10:06, 261, 1385, 1000
2014-01-06 21:15:07, 261, 1385, 1000
2014-01-06 21:20:05, 261, 1385, 1000
2014-01-06 21:25:05, 261, 1385, 1000
2014-01-06 21:30:07, 261, 1385, 1000
2014-01-06 21:35:05, 261, 1385, 1000
2014-01-06 21:40:08, 261, 1385, 1000
2014-01-06 21:45:06, 261, 1385, 1000
2014-01-06 21:50:07, 261, 1385, 1000
2014-01-06 21:55:06, 261, 1385, 1000
2014-01-06 22:00:09, 262, 1386, 1000
2014-01-06 22:05:05, 262, 1386, 1000
2014-01-06 22:10:06, 262, 1386, 1000
2014-01-06 22:15:07, 262, 1386, 1000
2014-01-06 22:20:07, 263, 1387, 1000
2014-01-06 22:25:07, 263, 1387, 1000
2014-01-06 22:30:04, 263, 1387, 1000
2014-01-06 22:35:07, 263, 1387, 1000
2014-01-06 22:40:05, 263, 1387, 1000
2014-01-06 22:45:04, 263, 1387, 1000
2014-01-06 22:50:05, 263, 1387, 1000
2014-01-06 22:55:03, 263, 1387, 1000
2014-01-06 23:00:06, 263, 1387, 1000
2014-01-06 23:05:06, 263, 1387, 1000
2014-01-06 23:10:05, 263, 1387, 1000
2014-01-06 23:15:04, 263, 1387, 1000
2014-01-06 23:20:10, 263, 1387, 1000
2014-01-06 23:25:06, 263, 1387, 1000
2014-01-06 23:30:08, 261, 1387, 1000
2014-01-06 23:35:06, 261, 1387, 1000
2014-01-06 23:40:07, 261, 1387, 1000
2014-01-06 23:45:05, 262, 1388, 1000
2014-01-06 23:50:04, 262, 1388, 1000
2014-01-06 23:55:07, 263, 1389, 1000
2014-01-07 00:00:06, 263, 1389, 1000
2014-01-07 00:05:05, 263, 1389, 1000
2014-01-07 00:10:05, 263, 1389, 1000
2014-01-07 00:15:04, 263, 1389, 1000
2014-01-07 00:20:04, 263, 1389, 1000
2014-01-07 00:25:03, 263, 1389, 1000
2014-01-07 00:30:07, 263, 1389, 1000
2014-01-07 00:35:05, 263, 1389, 1000
2014-01-07 00:40:06, 263, 1389, 1000
2014-01-07 00:45:07, 263, 1389, 1000
2014-01-07 00:50:07, 263, 1389, 1000
2014-01-07 00:55:06, 263, 1389, 1000
2014-01-07 01:00:07, 263, 1389, 1001
2014-01-07 01:05:06, 264, 1390, 1002
2014-01-07 01:10:06, 264, 1390, 1002
2014-01-07 01:15:08, 264, 1390, 1002
2014-01-07 01:20:10, 264, 1390, 1002
2014-01-07 01:25:12, 264, 1390, 1002
2014-01-07 01:30:07, 264, 1390, 1002
2014-01-07 01:35:08, 264, 1390, 1002
2014-01-07 01:40:04, 264, 1390, 1002
2014-01-07 01:45:05, 264, 1390, 1002
2014-01-07 01:50:05, 264, 1390, 1002
2014-01-07 01:55:07, 264, 1390, 1002
2014-01-07 02:00:04, 264, 1390, 1002
2014-01-07 02:05:07, 265, 1391, 1002
2014-01-07 02:10:07, 265, 1391, 1002
2014-01-07 02:15:07, 265, 1391, 1002
2014-01-07 02:20:06, 265, 1391, 1002
2014-01-07 02:25:08, 265, 1391, 1002
2014-01-07 02:30:08, 265, 1391, 1002
2014-01-07 02:35:06, 265, 1391, 1002
2014-01-07 02:40:08, 265, 1391, 1002
2014-01-07 02:45:05, 265, 1391, 1002
2014-01-07 02:50:07, 265, 1391, 1002
2014-01-07 02:55:05, 265, 1391, 1002
2014-01-07 03:00:05, 265, 1391, 1002
2014-01-07 03:05:07, 265, 1391, 1002
2014-01-07 03:10:05, 266, 1392, 1002
2014-01-07 03:15:08, 266, 1392, 1002
2014-01-07 03:20:05, 266, 1392, 1002
2014-01-07 03:25:07, 266, 1392, 1002
2014-01-07 03:30:06, 266, 1392, 1002
2014-01-07 03:35:06, 266, 1392, 1002
2014-01-07 03:40:05, 266, 1392, 1002
2014-01-07 03:45:04, 266, 1392, 1002
2014-01-07 03:50:07, 266, 1392, 1002
2014-01-07 03:55:04, 266, 1392, 1002
2014-01-07 04:00:06, 266, 1392, 1002
2014-01-07 04:05:09, 266, 1392, 1002
2014-01-07 04:10:06, 266, 1392, 1002
2014-01-07 04:15:08, 266, 1392, 1002
2014-01-07 04:20:06, 266, 1392, 1002
2014-01-07 04:25:05, 266, 1392, 1002
2014-01-07 04:30:04, 266, 1392, 1002
2014-01-07 04:35:05, 266, 1392, 1002
2014-01-07 04:40:07, 266, 1392, 1002
2014-01-07 04:45:08, 266, 1392, 1002
2014-01-07 04:50:03, 266, 1392, 1002
2014-01-07 04:55:05, 266, 1392, 1002
2014-01-07 05:00:04, 266, 1392, 1002
2014-01-07 05:05:09, 266, 1392, 1002
2014-01-07 05:10:05, 267, 1393, 1002
2014-01-07 05:15:05, 267, 1393, 1002
2014-01-07 05:20:04, 267, 1393, 1002
2014-01-07 05:25:05, 267, 1393, 1002
2014-01-07 05:30:06, 267, 1393, 1002
2014-01-07 05:35:05, 267, 1393, 1002
2014-01-07 05:40:04, 267, 1393, 1002
2014-01-07 05:45:08, 267, 1393, 1002
2014-01-07 05:50:07, 267, 1393, 1002
2014-01-07 05:55:04, 267, 1393, 1002
2014-01-07 06:00:06, 267, 1393, 1002
2014-01-07 06:05:05, 267, 1393, 1002
2014-01-07 06:10:04, 267, 1393, 1002
2014-01-07 06:15:04, 268, 1394, 1002
2014-01-07 06:20:06, 268, 1394, 1002
2014-01-07 06:25:05, 268, 1394, 1002
2014-01-07 06:30:07, 268, 1394, 1002
2014-01-07 06:35:25, 269, 1395, 1002
2014-01-07 06:40:06, 269, 1395, 1002
2014-01-07 06:45:05, 269, 1395, 1002
2014-01-07 06:50:05, 269, 1395, 1002
2014-01-07 06:55:05, 269, 1395, 1002
2014-01-07 07:00:06, 269, 1395, 1002
2014-01-07 07:05:06, 269, 1395, 1002
2014-01-07 07:10:06, 269, 1395, 1002
2014-01-07 07:15:04, 269, 1395, 1002
2014-01-07 07:20:06, 269, 1395, 1002
2014-01-07 07:25:05, 269, 1395, 1002
2014-01-07 07:30:05, 269, 1395, 1002
2014-01-07 07:35:05, 269, 1395, 1002
2014-01-07 07:40:04, 269, 1395, 1002
2014-01-07 07:45:07, 269, 1395, 1002
2014-01-07 07:50:05, 269, 1395, 1002
2014-01-07 07:55:08, 269, 1395, 1002
2014-01-07 08:00:03, 269, 1395, 1002
2014-01-07 08:05:06, 269, 1395, 1002
2014-01-07 08:10:05, 269, 1395, 1002
2014-01-07 08:15:05, 269, 1395, 1002
2014-01-07 08:20:03, 269, 1395, 1002
2014-01-07 08:25:04, 269, 1395, 1002
2014-01-07 08:30:06, 270, 1396, 1002
2014-01-07 08:35:06, 270, 1396, 1002
2014-01-07 08:40:06, 270, 1396, 1002
2014-01-07 08:45:04, 270, 1396, 1002
2014-01-07 08:50:03, 270, 1397, 1002
2014-01-07 08:55:04, 270, 1397, 1002
2014-01-07 09:00:03, 272, 1399, 1002
2014-01-07 09:05:05, 274, 1401, 1002
2014-01-07 09:10:04, 277, 1404, 1002
2014-01-07 09:15:04, 278, 1405, 1002
2014-01-07 09:20:09, 278, 1405, 1002
2014-01-07 09:25:05, 278, 1405, 1002
2014-01-07 09:30:05, 278, 1406, 1002
2014-01-07 09:35:04, 280, 1408, 1002
2014-01-07 09:40:05, 280, 1408, 1003
2014-01-07 09:45:04, 279, 1409, 1003
2014-01-07 09:50:04, 279, 1409, 1003
2014-01-07 09:55:05, 279, 1409, 1003
2014-01-07 10:00:04, 280, 1410, 1003
2014-01-07 10:05:05, 280, 1412, 1003
2014-01-07 10:10:04, 281, 1414, 1003
2014-01-07 10:15:05, 282, 1415, 1003
2014-01-07 10:20:05, 282, 1417, 1004
2014-01-07 10:25:20, 283, 1419, 1004
2014-01-07 10:30:05, 283, 1419, 1004
2014-01-07 10:35:05, 283, 1419, 1004
2014-01-07 10:40:05, 283, 1419, 1004
2014-01-07 10:45:05, 283, 1420, 1004
2014-01-07 10:50:28, 284, 1422, 1004
2014-01-07 10:55:05, 285, 1423, 1004
2014-01-07 11:00:09, 285, 1423, 1004
2014-01-07 11:05:07, 282, 1419, 1010
2014-01-07 11:10:06, 283, 1421, 1010
2014-01-07 11:15:06, 283, 1421, 1010
2014-01-07 11:20:07, 285, 1423, 1010
2014-01-07 11:25:11, 288, 1426, 1010
2014-01-07 11:30:05, 288, 1428, 1010
2014-01-07 11:35:20, 287, 1428, 1012
2014-01-07 11:40:06, 287, 1428, 1012
2014-01-07 11:45:05, 289, 1430, 1012
2014-01-07 11:50:05, 289, 1431, 1012
2014-01-07 11:55:07, 289, 1431, 1012
2014-01-07 12:00:03, 292, 1434, 1012
2014-01-07 12:05:10, 294, 1436, 1012
2014-01-07 12:10:04, 293, 1436, 1012
2014-01-07 12:15:03, 292, 1436, 1012
2014-01-07 12:20:04, 292, 1436, 1012
2014-01-07 12:25:19, 292, 1436, 1012
2014-01-07 12:30:06, 292, 1436, 1012
2014-01-07 12:35:07, 294, 1438, 1012
2014-01-07 12:40:04, 295, 1439, 1012
2014-01-07 12:45:05, 292, 1439, 1012
2014-01-07 12:50:04, 293, 1440, 1012
2014-01-07 12:55:04, 293, 1441, 1012
2014-01-07 13:00:08, 293, 1441, 1012
2014-01-07 13:05:05, 293, 1441, 1012
2014-01-07 13:10:08, 295, 1443, 1012
2014-01-07 13:15:06, 295, 1443, 1012
2014-01-07 13:20:27, 296, 1444, 1012
2014-01-07 13:25:04, 297, 1445, 1012
2014-01-07 13:30:06, 297, 1445, 1012
2014-01-07 13:35:05, 297, 1445, 1012
2014-01-07 13:40:03, 299, 1447, 1013
2014-01-07 13:45:05, 295, 1446, 1016
2014-01-07 13:50:05, 291, 1440, 1024
2014-01-07 13:55:05, 285, 1433, 1032
2014-01-07 14:00:12, 282, 1429, 1037
2014-01-07 14:05:04, 281, 1430, 1037
2014-01-07 14:10:11, 272, 1419, 1049
2014-01-07 14:15:06, 270, 1418, 1050
2014-01-07 14:20:07, 270, 1418, 1052
2014-01-07 14:25:06, 259, 1405, 1068
2014-01-07 14:30:05, 258, 1406, 1068
2014-01-07 14:35:49, 261, 1411, 1068
2014-01-07 14:40:05, 261, 1411, 1068
2014-01-07 14:45:06, 261, 1411, 1068
2014-01-07 14:50:05, 261, 1411, 1068
2014-01-07 14:55:06, 261, 1411, 1068
2014-01-07 15:00:16, 263, 1413, 1068
2014-01-07 15:05:05, 255, 1410, 1071
2014-01-07 15:10:07, 255, 1411, 1071
2014-01-07 15:15:05, 258, 1414, 1071
2014-01-07 15:20:07, 259, 1415, 1071
2014-01-07 15:25:05, 261, 1417, 1071
2014-01-07 15:30:22, 266, 1422, 1071
2014-01-07 15:35:05, 267, 1423, 1071
2014-01-07 15:40:05, 267, 1423, 1071
2014-01-07 15:45:06, 267, 1424, 1071
2014-01-07 15:50:05, 268, 1425, 1071
2014-01-07 15:55:08, 267, 1425, 1071
2014-01-07 16:00:05, 266, 1425, 1072
2014-01-07 16:05:05, 266, 1425, 1072
2014-01-07 16:10:07, 267, 1426, 1072
2014-01-07 16:15:09, 267, 1418, 1082
2014-01-07 16:20:06, 267, 1418, 1082
2014-01-07 16:25:07, 261, 1408, 1092
2014-01-07 16:30:36, 261, 1409, 1092
2014-01-07 16:35:07, 262, 1411, 1092
2014-01-07 16:40:04, 262, 1411, 1093
2014-01-07 16:45:06, 263, 1413, 1093
2014-01-07 16:50:08, 264, 1415, 1084
2014-01-07 16:55:05, 259, 1409, 1090
2014-01-07 17:00:04, 259, 1409, 1091
2014-01-07 17:05:10, 261, 1410, 1091
2014-01-07 17:10:06, 263, 1412, 1091
2014-01-07 17:15:04, 263, 1412, 1091
2014-01-07 17:20:05, 265, 1414, 1091
2014-01-07 17:25:09, 267, 1416, 1091
2014-01-07 17:30:05, 267, 1416, 1091
2014-01-07 17:35:05, 267, 1416, 1091
2014-01-07 17:40:06, 268, 1417, 1091
2014-01-07 17:45:09, 266, 1418, 1091
2014-01-07 17:50:05, 266, 1418, 1091
2014-01-07 17:55:07, 267, 1419, 1091
2014-01-07 18:00:06, 267, 1419, 1091
2014-01-07 18:05:09, 268, 1420, 1091
2014-01-07 18:10:05, 268, 1420, 1091
2014-01-07 18:15:06, 268, 1420, 1091
2014-01-07 18:20:05, 268, 1420, 1091
2014-01-07 18:25:05, 268, 1420, 1091
2014-01-07 18:30:05, 268, 1420, 1091
2014-01-07 18:35:06, 268, 1420, 1091
2014-01-07 18:40:05, 268, 1420, 1091
2014-01-07 18:45:06, 269, 1421, 1091
2014-01-07 18:50:04, 269, 1421, 1091
2014-01-07 18:55:05, 269, 1421, 1091
2014-01-07 19:00:06, 269, 1421, 1091
2014-01-07 19:05:03, 270, 1422, 1091
2014-01-07 19:10:07, 270, 1422, 1091
2014-01-07 19:15:04, 270, 1422, 1091
2014-01-07 19:20:08, 270, 1422, 1091
2014-01-07 19:25:05, 270, 1423, 1091
2014-01-07 19:30:05, 270, 1423, 1091
2014-01-07 19:35:06, 271, 1424, 1091
2014-01-07 19:40:05, 271, 1424, 1091
2014-01-07 19:45:04, 271, 1424, 1091
2014-01-07 19:50:04, 271, 1424, 1091
2014-01-07 19:55:06, 271, 1424, 1091
2014-01-07 20:00:05, 270, 1424, 1091
2014-01-07 20:05:06, 272, 1426, 1091
2014-01-07 20:10:05, 272, 1427, 1091
2014-01-07 20:15:08, 272, 1427, 1091
2014-01-07 20:20:04, 272, 1427, 1091
2014-01-07 20:25:04, 271, 1427, 1091
2014-01-07 20:30:05, 271, 1427, 1091
2014-01-07 20:35:06, 271, 1427, 1091
2014-01-07 20:40:05, 271, 1427, 1091
2014-01-07 20:45:15, 271, 1427, 1091
2014-01-07 20:50:05, 271, 1427, 1091
2014-01-07 20:55:05, 271, 1427, 1091
2014-01-07 21:00:06, 271, 1427, 1091
2014-01-07 21:05:06, 271, 1427, 1091
2014-01-07 21:10:07, 271, 1427, 1091
2014-01-07 21:15:05, 271, 1427, 1091
2014-01-07 21:20:06, 271, 1427, 1091
2014-01-07 21:25:05, 271, 1427, 1091
2014-01-07 21:30:04, 271, 1427, 1091
2014-01-07 21:35:04, 271, 1427, 1091
2014-01-07 21:40:05, 271, 1427, 1091
2014-01-07 21:45:07, 271, 1427, 1091
2014-01-07 21:50:03, 271, 1427, 1091
2014-01-07 21:55:05, 271, 1427, 1091
2014-01-07 22:00:03, 271, 1427, 1091
2014-01-07 22:05:04, 271, 1427, 1091
2014-01-07 22:10:06, 271, 1427, 1091
2014-01-07 22:15:06, 271, 1427, 1091
2014-01-07 22:20:06, 271, 1427, 1091
2014-01-07 22:25:07, 271, 1427, 1091
2014-01-07 22:30:05, 271, 1427, 1091
2014-01-07 22:35:04, 271, 1427, 1091
2014-01-07 22:40:05, 271, 1427, 1091
2014-01-07 22:45:06, 271, 1427, 1091
2014-01-07 22:50:05, 271, 1427, 1091
2014-01-07 22:55:06, 271, 1427, 1091
2014-01-07 23:00:06, 271, 1427, 1091
2014-01-07 23:05:06, 271, 1427, 1091
2014-01-07 23:10:03, 271, 1427, 1091
2014-01-07 23:15:08, 271, 1427, 1091
2014-01-07 23:20:04, 271, 1427, 1091
2014-01-07 23:25:05, 271, 1427, 1091
2014-01-07 23:30:05, 271, 1427, 1091
2014-01-07 23:35:04, 271, 1427, 1091
2014-01-07 23:40:06, 271, 1427, 1091
2014-01-07 23:45:05, 271, 1427, 1091
2014-01-07 23:50:07, 272, 1428, 1091
2014-01-07 23:55:06, 272, 1428, 1091
2014-01-08 00:00:08, 272, 1428, 1091
2014-01-08 00:05:05, 272, 1428, 1091
2014-01-08 00:10:04, 272, 1428, 1091
2014-01-08 00:15:05, 272, 1428, 1091
2014-01-08 00:20:06, 276, 1432, 1091
2014-01-08 00:25:04, 276, 1432, 1091
2014-01-08 00:30:06, 276, 1432, 1091
2014-01-08 00:35:04, 276, 1432, 1091
2014-01-08 00:40:08, 276, 1432, 1091
2014-01-08 00:45:06, 276, 1432, 1091
2014-01-08 00:50:07, 276, 1432, 1091
2014-01-08 00:55:06, 276, 1432, 1091
2014-01-08 01:00:04, 276, 1432, 1091
2014-01-08 01:05:06, 277, 1433, 1091
2014-01-08 01:10:05, 277, 1433, 1091
2014-01-08 01:20:05, 277, 1433, 1091
2014-01-08 01:25:05, 277, 1433, 1091
2014-01-08 01:30:06, 277, 1433, 1091
2014-01-08 01:35:04, 277, 1433, 1091
2014-01-08 01:40:05, 277, 1433, 1091
2014-01-08 01:45:04, 277, 1433, 1091
2014-01-08 01:50:05, 277, 1433, 1091
2014-01-08 01:55:05, 277, 1433, 1091
2014-01-08 02:00:05, 278, 1434, 1091
2014-01-08 02:05:05, 278, 1434, 1091
2014-01-08 02:10:05, 278, 1434, 1091
2014-01-08 02:15:06, 278, 1434, 1091
2014-01-08 02:20:16, 278, 1434, 1091
2014-01-08 02:25:07, 278, 1434, 1091
2014-01-08 02:30:09, 278, 1434, 1091
2014-01-08 02:35:06, 282, 1438, 1091
2014-01-08 02:40:06, 282, 1438, 1091
2014-01-08 02:45:07, 282, 1438, 1091
2014-01-08 02:50:05, 282, 1438, 1091
2014-01-08 02:55:04, 282, 1438, 1091
2014-01-08 03:00:05, 282, 1438, 1091
2014-01-08 03:05:06, 282, 1438, 1091
2014-01-08 03:10:06, 282, 1438, 1091
2014-01-08 03:15:06, 282, 1438, 1091
2014-01-08 03:20:04, 282, 1438, 1091
2014-01-08 03:25:06, 282, 1438, 1091
2014-01-08 03:30:04, 282, 1438, 1091
2014-01-08 03:35:04, 282, 1438, 1091
2014-01-08 03:40:07, 282, 1438, 1091
2014-01-08 03:45:03, 282, 1438, 1091
2014-01-08 03:50:07, 282, 1438, 1091
2014-01-08 03:55:05, 282, 1438, 1091
2014-01-08 04:00:04, 282, 1438, 1091
2014-01-08 04:05:03, 282, 1438, 1091
2014-01-08 04:10:08, 282, 1438, 1091
2014-01-08 04:15:05, 282, 1438, 1091
2014-01-08 04:20:07, 282, 1438, 1091
2014-01-08 04:25:05, 282, 1438, 1091
2014-01-08 04:30:05, 282, 1438, 1091
2014-01-08 04:35:06, 282, 1438, 1091
2014-01-08 04:40:06, 282, 1438, 1091
2014-01-08 04:45:06, 282, 1438, 1091
2014-01-08 04:50:04, 282, 1438, 1091
2014-01-08 04:55:05, 282, 1438, 1091
2014-01-08 05:00:04, 283, 1439, 1091
2014-01-08 05:05:07, 283, 1439, 1091
2014-01-08 05:10:04, 283, 1439, 1091
2014-01-08 05:15:04, 283, 1439, 1091
2014-01-08 05:20:07, 283, 1439, 1091
2014-01-08 05:25:05, 283, 1439, 1091
2014-01-08 05:30:05, 283, 1439, 1091
2014-01-08 05:35:03, 283, 1439, 1091
2014-01-08 05:40:06, 283, 1439, 1091
2014-01-08 05:45:04, 283, 1439, 1091
2014-01-08 05:50:05, 283, 1439, 1091
2014-01-08 05:55:07, 283, 1439, 1091
2014-01-08 06:00:04, 280, 1439, 1091
2014-01-08 06:05:06, 280, 1439, 1091
2014-01-08 06:10:05, 280, 1439, 1091
2014-01-08 06:15:04, 281, 1440, 1091
2014-01-08 06:20:06, 281, 1440, 1091
2014-01-08 06:25:06, 281, 1440, 1091
2014-01-08 06:30:04, 281, 1440, 1091
2014-01-08 06:35:05, 281, 1440, 1091
2014-01-08 06:40:06, 281, 1440, 1091
2014-01-08 06:45:05, 281, 1440, 1091
2014-01-08 06:50:09, 281, 1440, 1091
2014-01-08 06:55:04, 281, 1440, 1091
2014-01-08 07:00:06, 282, 1441, 1091
2014-01-08 07:05:06, 282, 1441, 1091
2014-01-08 07:10:05, 284, 1443, 1091
2014-01-08 07:15:04, 284, 1443, 1091
2014-01-08 07:20:06, 284, 1443, 1091
2014-01-08 07:25:05, 284, 1443, 1091
2014-01-08 07:30:05, 284, 1443, 1091
2014-01-08 07:35:07, 284, 1443, 1091
2014-01-08 07:40:06, 284, 1443, 1091
2014-01-08 07:45:06, 284, 1443, 1091
2014-01-08 07:50:05, 284, 1443, 1091
2014-01-08 07:55:05, 284, 1443, 1091
2014-01-08 08:00:05, 284, 1443, 1091
2014-01-08 08:05:07, 286, 1445, 1091
2014-01-08 08:10:05, 286, 1445, 1091
2014-01-08 08:15:05, 286, 1445, 1091
2014-01-08 08:20:06, 287, 1446, 1091
2014-01-08 08:25:04, 287, 1446, 1091
2014-01-08 08:30:04, 287, 1446, 1091
2014-01-08 08:35:07, 287, 1446, 1091
2014-01-08 08:40:13, 288, 1447, 1091
2014-01-08 08:45:06, 288, 1447, 1091
2014-01-08 08:50:06, 290, 1449, 1091
2014-01-08 08:55:05, 279, 1439, 1101
2014-01-08 09:00:05, 256, 1402, 1138
2014-01-08 09:05:06, 256, 1402, 1138
2014-01-08 09:10:04, 256, 1402, 1138
2014-01-08 09:15:06, 256, 1402, 1138
2014-01-08 09:20:08, 258, 1404, 1138
2014-01-08 09:25:05, 258, 1404, 1138
2014-01-08 09:30:17, 259, 1405, 1138
2014-01-08 09:35:04, 261, 1407, 1138
2014-01-08 09:40:07, 261, 1407, 1138
